,kind,etag,id,snippet
10,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/Fk2wwBweNodYqBGxwQA0kc9fV8A""",Ugw9XqUGjl4FtRoUozd4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/fciWSz8bi8M-TRJyCFfyY6AVGPc""', 'id': 'Ugw9XqUGjl4FtRoUozd4AaABAg', 'snippet': {'authorDisplayName': 'Ry Lue', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l79iX9nd7GKyGG5XxPu9sGdAjzfTOcmelBRHCA=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UC6iB6DmBkQAdvXUlS2ZJp-w', 'authorChannelId': {'value': 'UC6iB6DmBkQAdvXUlS2ZJp-w'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'I have the special edition of P5R preordered and I&#39;m considering canceling it.', 'textOriginal': ""I have the special edition of P5R preordered and I'm considering canceling it."", 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T04:08:48.000Z', 'updatedAt': '2020-02-18T04:08:48.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
11,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/xtlxg2dspic7eWQgBfZTzvw5a5U""",UgzgzN-eCJYXHgAzPk94AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/Qr-lKHxxQ9Y3Oh2Cvf9f8D9ZPgI""', 'id': 'UgzgzN-eCJYXHgAzPk94AaABAg', 'snippet': {'authorDisplayName': 'Puffy', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l782Rpc5xaOmJq9q7S4kLjqVnsADtXd2dDcbcg=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCzQJ5zqcJ10e4TPyUmNplgQ', 'authorChannelId': {'value': 'UCzQJ5zqcJ10e4TPyUmNplgQ'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'I do hate the censorship but I will admit that best boy Ryuji did not deserve that.', 'textOriginal': 'I do hate the censorship but I will admit that best boy Ryuji did not deserve that.', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T04:08:01.000Z', 'updatedAt': '2020-02-18T04:08:01.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
12,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/fQ67_8okpFDmgCf4vwBZbyGp-7M""",UgywbffDrUL8niCYWvt4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/rSBRa_bYgQKv5U-_zxnv-4LDyRY""', 'id': 'UgywbffDrUL8niCYWvt4AaABAg', 'snippet': {'authorDisplayName': 'Ian Oliver', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l79fj1nRDnBZx69kjxoNNCai0h5_ZMC8MsyoZg=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCywgcBX88rq4SbF1YzaelUQ', 'authorChannelId': {'value': 'UCywgcBX88rq4SbF1YzaelUQ'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'Damn. I really wanted to play the FF7 remake and new Persona game, but now it&#39;s a hard pass. Americans aren&#39;t children who need to be protected... And from what? Big tiddies? Gay people not being presented as the greatest gift to mankind ever? Fucking stupid. The idealogues are ruining everything. We can&#39;t even have big anime tiddies anymore!!', 'textOriginal': ""Damn. I really wanted to play the FF7 remake and new Persona game, but now it's a hard pass. Americans aren't children who need to be protected... And from what? Big tiddies? Gay people not being presented as the greatest gift to mankind ever? Fucking stupid. The idealogues are ruining everything. We can't even have big anime tiddies anymore!!"", 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T04:07:28.000Z', 'updatedAt': '2020-02-18T04:07:28.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
13,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/oZbUFZXBIOcLN_Cy4-xbW2Sqv4A""",UgzX3WsltaW5YRrNtdx4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/U-AS_23YWWLzLidn3bzVXNwyCHs""', 'id': 'UgzX3WsltaW5YRrNtdx4AaABAg', 'snippet': {'authorDisplayName': 'Star Lord', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l7_x-CWau0LG9GUXcVJBlbWo8Ggr-GOIhfg9NQ=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCS4ekWbNeLoI2gCgTGnQ_UA', 'authorChannelId': {'value': 'UCS4ekWbNeLoI2gCgTGnQ_UA'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'Great video ! Violation of freedom of speech and expression buxom women are not offensive!!!!!!!!!!!!!!!!', 'textOriginal': 'Great video ! Violation of freedom of speech and expression buxom women are not offensive!!!!!!!!!!!!!!!!', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T04:07:14.000Z', 'updatedAt': '2020-02-18T04:07:14.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
14,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/15PyqGdhpqRg3dLa8VZDH1TL-BQ""",Ugw5RyZCD0hx6jF9_Np4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/0YzAv-EyOtjmyvdIt1W11pxbOqc""', 'id': 'Ugw5RyZCD0hx6jF9_Np4AaABAg', 'snippet': {'authorDisplayName': 'Omar edgar', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l78EFb0xWi5eCxnx9grMwiR6VJjSHptzx_hT8g=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCiuD4XmANGzeIPfQpdRB88w', 'authorChannelId': {'value': 'UCiuD4XmANGzeIPfQpdRB88w'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'So... Sega is censoring a strugling game that should have been a dlc, and persona 5 is my least favorite persona game, i think i Will pass on this', 'textOriginal': 'So... Sega is censoring a strugling game that should have been a dlc, and persona 5 is my least favorite persona game, i think i Will pass on this', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T04:05:09.000Z', 'updatedAt': '2020-02-18T04:05:09.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
15,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/eIVrzg8q2_XAtvUPwtZHM1kSV8E""",UgyCXjMp2HYwyHhlBgF4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/Zuu5qgi0MhLVTnwAs7Z5MsnU0sg""', 'id': 'UgyCXjMp2HYwyHhlBgF4AaABAg', 'snippet': {'authorDisplayName': 'Khanh Nguyen', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l7_excOyrpNrF0K9x36r34x5vkCuaVbLhcRORQ=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCZ6f_zMn8TPJp0o8GVsX6Jg', 'authorChannelId': {'value': 'UCZ6f_zMn8TPJp0o8GVsX6Jg'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'I wonder if OtakuDaikun had cover this', 'textOriginal': 'I wonder if OtakuDaikun had cover this', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T04:04:15.000Z', 'updatedAt': '2020-02-18T04:04:15.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
16,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/sfxyi3S1pPoA8i69yFtsabUOT3s""",UgyN5BfKnIQpaSvx2IV4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/Gy5YCB7_odpoudkOeW47rW46jKg""', 'id': 'UgyN5BfKnIQpaSvx2IV4AaABAg', 'snippet': {'authorDisplayName': 'Vespian', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l78HAY_P1ihOYqOmxyVaNoD-WdN5MHJ-L3tUPw=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCPUfliuS5U6ZLK96FFOfbuA', 'authorChannelId': {'value': 'UCPUfliuS5U6ZLK96FFOfbuA'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'So dissapointed... I was really eager to get P5 Royal, but now it´s all gone. They surrender to a forum thread...<br />Persona´s heart and soul relies on controversial issues in society. If they censor it bcs &quot;muh feelings&quot;, it really shits on the issue that Phantom Thieves fight against the corruption of society which tries to stomp on others.<br />I was counting on Japan not to cave in to this kind of anti-gaming SJW crap.... It´s a sad timeline to live in which people thrash on the things you love in order to avoid you of any means of escapism and try to guilt-trip you into misery.', 'textOriginal': 'So dissapointed... I was really eager to get P5 Royal, but now it´s all gone. They surrender to a forum thread...\nPersona´s heart and soul relies on controversial issues in society. If they censor it bcs ""muh feelings"", it really shits on the issue that Phantom Thieves fight against the corruption of society which tries to stomp on others.\nI was counting on Japan not to cave in to this kind of anti-gaming SJW crap.... It´s a sad timeline to live in which people thrash on the things you love in order to avoid you of any means of escapism and try to guilt-trip you into misery.', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T04:01:32.000Z', 'updatedAt': '2020-02-18T04:08:11.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
17,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/YBSCSj_4u2Jr1O-SR_ILo2786G0""",UgwFkcDm0SNiMQBtQcd4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/20UP1ZDxYDMYXDBrOnt1qJAfBr8""', 'id': 'UgwFkcDm0SNiMQBtQcd4AaABAg', 'snippet': {'authorDisplayName': 'Ex0d1us', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l79c2RMbebXwwynL2UTPzOTWQlSnLlzv2lUF_A=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCUMvDp2caP6HzWTU0otHIog', 'authorChannelId': {'value': 'UCUMvDp2caP6HzWTU0otHIog'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'im more mad at devs and higherups who are both blind and weak to the whiney fuckers who bitch about things that dont matter', 'textOriginal': 'im more mad at devs and higherups who are both blind and weak to the whiney fuckers who bitch about things that dont matter', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T04:00:43.000Z', 'updatedAt': '2020-02-18T04:00:43.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
18,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/ecVQ1Eb5-c6BpynnPR1BFEBinog""",UgzX3iV569KOKdV3La14AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/Nll7XWVQQgrJ40KN5uu1GLT522s""', 'id': 'UgzX3iV569KOKdV3La14AaABAg', 'snippet': {'authorDisplayName': 'Bryan', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l78PiKvFPOgtuAiRlNIm1UpWTb4pFpPq3eiZqA=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UC3n8Z0KOlLfMkv9RIyaHnyg', 'authorChannelId': {'value': 'UC3n8Z0KOlLfMkv9RIyaHnyg'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'Was this the only thing they removed? Or was it other stuff this is my first time hearing about this.', 'textOriginal': 'Was this the only thing they removed? Or was it other stuff this is my first time hearing about this.', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T03:59:27.000Z', 'updatedAt': '2020-02-18T03:59:27.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
19,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/6Sqn7AE-k0ylcFZLrpjc41RDdRA""",Ugx54Ox3U9Cd8mbrBsR4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/UWC_B-2ANGXcWepvlRCtgWofE4M""', 'id': 'Ugx54Ox3U9Cd8mbrBsR4AaABAg', 'snippet': {'authorDisplayName': 'Leinad', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l7-zAK6wm6vRtCiIN4dc6yn3c6xL5RoImX7U9w=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCktHFp5t3GoViQeaK4J4N4w', 'authorChannelId': {'value': 'UCktHFp5t3GoViQeaK4J4N4w'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'I made them know I won&#39;t by their game because of their censorship.', 'textOriginal': ""I made them know I won't by their game because of their censorship."", 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T03:59:12.000Z', 'updatedAt': '2020-02-18T03:59:12.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
20,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/hpdJaWPrG-q6DCqxBfC_3hz-Z6g""",UgxmH0ol3yGVm9Kl1014AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/LQfu2-c3q5S4o2bu9jJYZNPnehs""', 'id': 'UgxmH0ol3yGVm9Kl1014AaABAg', 'snippet': {'authorDisplayName': 'kyle miller', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l785BdUAYOi0L2VBt_dHZOXtdtepSExWKLSxoA=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCHu-6jRrSnhvivTy8gwRIig', 'authorChannelId': {'value': 'UCHu-6jRrSnhvivTy8gwRIig'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'As a long time Persona fan I&#39;ll say that the community really doesn&#39;t care, this game is Art in my opinion and the censorship doesn&#39;t impact anything plot wise. It&#39;s a gag scene you either like it or not', 'textOriginal': ""As a long time Persona fan I'll say that the community really doesn't care, this game is Art in my opinion and the censorship doesn't impact anything plot wise. It's a gag scene you either like it or not"", 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T03:58:41.000Z', 'updatedAt': '2020-02-18T03:58:41.000Z'}}, 'canReply': True, 'totalReplyCount': 1, 'isPublic': True}"
21,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/lYy1SjVBnZUueTLKPjm8YRZS-7A""",UgyubNKkUSZWEMmUguZ4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/8dZAV_S3hYSnnQOkYhVTBXfrbAY""', 'id': 'UgyubNKkUSZWEMmUguZ4AaABAg', 'snippet': {'authorDisplayName': 'LastVandalier', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l7-ZJC78vmB6AE3qwpGYrnbJxu06g97q1flfhQ=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCTPhv1CUijejsRkjJzvaXaA', 'authorChannelId': {'value': 'UCTPhv1CUijejsRkjJzvaXaA'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'Do not buy Persona Royal. Vote with your wallet against censorship. Save $60 for cosplay or 8” inch statues.', 'textOriginal': 'Do not buy Persona Royal. Vote with your wallet against censorship. Save $60 for cosplay or 8” inch statues.', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T03:57:53.000Z', 'updatedAt': '2020-02-18T03:57:53.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
22,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/n6QPRF1PzrjRufys6Oc3QvD5ca4""",Ugw6aDuEEC0QF4xPUPJ4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/7_kmRITbvScJQAPi3m0vW05BGYU""', 'id': 'Ugw6aDuEEC0QF4xPUPJ4AaABAg', 'snippet': {'authorDisplayName': 'Vashara', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l7-1lCg27AmbJ6QHfrcddMe-PEv9-xzRFEu23Q=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UCYHUOIwTi7p93ViwsdhIbuQ', 'authorChannelId': {'value': 'UCYHUOIwTi7p93ViwsdhIbuQ'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'Time to cancel another pre order', 'textOriginal': 'Time to cancel another pre order', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T03:56:28.000Z', 'updatedAt': '2020-02-18T03:56:28.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
23,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/l_4_LBT4Oku88ey1gzqX11gcIj8""",UgybOUcFyfDeVVK85WR4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/bPXmNKDy6BjJqCLYzRj2dgklSq0""', 'id': 'UgybOUcFyfDeVVK85WR4AaABAg', 'snippet': {'authorDisplayName': 'budbrigman', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l78Cca8SiljhXMOqfQrbdjCg5nk_sngwLNhPzg=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UC_VzCIUUyDp7WfyRO4yukcw', 'authorChannelId': {'value': 'UC_VzCIUUyDp7WfyRO4yukcw'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'Should be spelled REEEEEsetEra.', 'textOriginal': 'Should be spelled REEEEEsetEra.', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T03:56:14.000Z', 'updatedAt': '2020-02-18T03:56:14.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
24,youtube#commentThread,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/nyTJ7JTBLvyOpteVJoxOxaXeYBI""",Ugz_TbY3-3KDsZKBk0t4AaABAg,"{'videoId': 'UXz077wHCB8', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '""Fznwjl6JEQdo1MGvHOGaz_YanRU/RWUxcCAUujWn73T-aptfO7L0GSw""', 'id': 'Ugz_TbY3-3KDsZKBk0t4AaABAg', 'snippet': {'authorDisplayName': 'HardyGal', 'authorProfileImageUrl': 'https://yt3.ggpht.com/a/AGF-l7-S-JewDtghEJmcNVh8iVt_QDpoGgAJQKVBjw=s48-c-k-c0xffffffff-no-rj-mo', 'authorChannelUrl': 'http://www.youtube.com/channel/UC2SXhX1xdvYCLsfJDiLbPGw', 'authorChannelId': {'value': 'UC2SXhX1xdvYCLsfJDiLbPGw'}, 'videoId': 'UXz077wHCB8', 'textDisplay': 'A Persona 5 video on the Quartering? What on earth could this be about...?<br /><br />[EDIT] w h a t . . . ?<br />I am... confused and annoyed. Why would you do that? Where is the integrity? The INTEGRITY?! I was already hesitating to buy Royal for monetary reasons, but... I feel actually rather annoyed. And I don’t often get genuinely annoyed at stuff. WHERE IS THE INTEGRITY?!', 'textOriginal': 'A Persona 5 video on the Quartering? What on earth could this be about...?\n\n[EDIT] w h a t . . . ?\nI am... confused and annoyed. Why would you do that? Where is the integrity? The INTEGRITY?! I was already hesitating to buy Royal for monetary reasons, but... I feel actually rather annoyed. And I don’t often get genuinely annoyed at stuff. WHERE IS THE INTEGRITY?!', 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-02-18T03:54:22.000Z', 'updatedAt': '2020-02-18T04:00:48.000Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}"
